pre_mirna_fk	tx_id	tx_biotype	in_intron	in_exon	is_outside	exon_id	gene_id
87	ENST00000369466	protein_coding	18	0	0		ENSG00000116830
87	ENST00000492682	processed_transcript	1	0	0		ENSG00000116830
87	ENST00000401111	miRNA	0	1	0	ENSE00001546455	ENSG00000215930
88	ENST00000446205	lincRNA	4	0	0		ENSG00000230880
88	ENST00000400755	lincRNA	3	0	0		ENSG00000230880
88	ENST00000411746	lincRNA	2	0	0		ENSG00000230880
88	ENST00000584066	miRNA	0	1	0	ENSE00002685538	ENSG00000265715
89	ENST00000447407	lincRNA	1	0	0		ENSG00000230850
89	ENST00000428930	lincRNA	1	0	0		ENSG00000230850
89	ENST00000438000	lincRNA	1	0	0		ENSG00000230850
89	ENST00000424474	lincRNA	1	0	0		ENSG00000237291
89	ENST00000582397	miRNA	0	1	0	ENSE00002714590	ENSG00000265661
90	ENST00000423249	lincRNA	1	0	0		ENSG00000185044
90	ENST00000443548	lincRNA	2	0	0		ENSG00000185044
90	ENST00000424068	lincRNA	2	0	0		ENSG00000185044
90	ENST00000432361	lincRNA	2	0	0		ENSG00000185044
90	ENST00000443766	lincRNA	3	0	0		ENSG00000185044
90	ENST00000584879	miRNA	0	1	0	ENSE00002704989	ENSG00000266811
92	ENST00000393045	protein_coding	11	0	0		ENSG00000131788
92	ENST00000369298	protein_coding	12	0	0		ENSG00000131788
92	ENST00000475261	retained_intron	4	0	0		ENSG00000131788
92	ENST00000472114	retained_intron	2	0	0		ENSG00000131788
95	ENST00000438568	protein_coding	5	0	0		ENSG00000143374
95	ENST00000369054	protein_coding	5	0	0		ENSG00000143374
95	ENST00000369064	protein_coding	6	0	0		ENSG00000143374
95	ENST00000606933	protein_coding	6	0	0		ENSG00000143374
95	ENST00000369051	nonsense_mediated_decay	4	0	0		ENSG00000143374
95	ENST00000467982	nonsense_mediated_decay	4	0	0		ENSG00000143374
95	ENST00000480070	processed_transcript	1	0	0		ENSG00000143374
95	ENST00000463555	processed_transcript	1	0	0		ENSG00000143374
95	ENST00000460794	retained_intron	0	1	0	ENSE00001864855	ENSG00000143374
95	ENST00000462578	retained_intron	0	1	0	ENSE00001896314	ENSG00000143374
96	ENST00000369041	protein_coding	2	0	0		ENSG00000143382
96	ENST00000271643	protein_coding	2	0	0		ENSG00000143382
96	ENST00000369039	protein_coding	1	0	0		ENSG00000143382
96	ENST00000581735	miRNA	0	1	0	ENSE00002690333	ENSG00000264553
97	ENST00000368849	protein_coding	1	0	0		ENSG00000143367
97	ENST00000392712	protein_coding	1	0	0		ENSG00000143367
97	ENST00000353024	protein_coding	1	0	0		ENSG00000143367
97	ENST00000368848	protein_coding	1	0	0		ENSG00000143367
97	ENST00000538902	protein_coding	1	0	0		ENSG00000143367
97	ENST00000498606	retained_intron	1	0	0		ENSG00000143367
97	ENST00000434112	sense_intronic	1	0	0		ENSG00000232536
97	ENST00000384874	miRNA	0	1	0	ENSE00001499881	ENSG00000207606
99	ENST00000356205	protein_coding	2	0	0		ENSG00000143570
99	ENST00000368623	protein_coding	1	0	0		ENSG00000143570
99	ENST00000368621	protein_coding	2	0	0		ENSG00000143570
99	ENST00000310483	protein_coding	3	0	0		ENSG00000143570
99	ENST00000537590	protein_coding	2	0	0		ENSG00000143570
99	ENST00000429040	protein_coding	2	0	0		ENSG00000143570
99	ENST00000413622	protein_coding	3	0	0		ENSG00000143570
99	ENST00000417348	protein_coding	2	0	0		ENSG00000143570
99	ENST00000461071	processed_transcript	2	0	0		ENSG00000143570
100	ENST00000368559	protein_coding	12	0	0		ENSG00000143552
100	ENST00000271854	protein_coding	12	0	0		ENSG00000143552
100	ENST00000577643	miRNA	0	1	0	ENSE00002695008	ENSG00000263987
101	ENST00000515609	protein_coding	1	0	0		ENSG00000143549
101	ENST00000401119	miRNA	0	1	0	ENSE00001546463	ENSG00000215938
102	ENST00000368439	protein_coding	1	0	0		ENSG00000173207
102	ENST00000368436	protein_coding	1	0	0		ENSG00000173207
102	ENST00000308987	protein_coding	1	0	0		ENSG00000173207
102	ENST00000477676	processed_transcript	1	0	0		ENSG00000173207
102	ENST00000474215	processed_transcript	1	0	0		ENSG00000173207
102	ENST00000473344	processed_transcript	1	0	0		ENSG00000173207
102	ENST00000580920	miRNA	0	1	0	ENSE00002696234	ENSG00000264349
103	ENST00000607575	miRNA	0	1	0	ENSE00003701541	ENSG00000271748
104	ENST00000368346	protein_coding	21	21	0	ENSE00002362078	ENSG00000116539
104	ENST00000392403	protein_coding	21	21	0	ENSE00002362078	ENSG00000116539
104	ENST00000478837	retained_intron	0	0	0		ENSG00000116539
104	ENST00000492987	nonsense_mediated_decay	3	3	0	ENSE00002362078	ENSG00000116539
104	ENST00000384987	miRNA	0	1	0	ENSE00001499994	ENSG00000207720
105	ENST00000368315	protein_coding	19	0	0		ENSG00000116584
105	ENST00000313695	protein_coding	19	0	0		ENSG00000116584
105	ENST00000361247	protein_coding	19	0	0		ENSG00000116584
105	ENST00000462460	protein_coding	23	0	0		ENSG00000116584
105	ENST00000477754	processed_transcript	2	0	0		ENSG00000116584
105	ENST00000368316	protein_coding	23	0	0		ENSG00000116584
105	ENST00000470541	protein_coding	2	0	0		ENSG00000116584
105	ENST00000313667	protein_coding	19	0	0		ENSG00000116584
106	ENST00000400991	protein_coding	2	0	0		ENSG00000125462
106	ENST00000471156	processed_transcript	1	0	0		ENSG00000125462
106	ENST00000497824	processed_transcript	2	0	0		ENSG00000125462
106	ENST00000465270	processed_transcript	1	0	0		ENSG00000125462
106	ENST00000486517	processed_transcript	1	0	0		ENSG00000125462
106	ENST00000310027	protein_coding	2	0	0		ENSG00000125462
106	ENST00000368243	protein_coding	2	0	0		ENSG00000125462
106	ENST00000497822	processed_transcript	1	0	0		ENSG00000125462
106	ENST00000357975	protein_coding	2	0	0		ENSG00000125462
106	ENST00000482932	processed_transcript	1	0	0		ENSG00000125462
106	ENST00000484428	processed_transcript	2	0	0		ENSG00000125462
106	ENST00000489877	processed_transcript	2	0	0		ENSG00000125462
106	ENST00000476966	processed_transcript	2	0	0		ENSG00000125462
106	ENST00000463309	processed_transcript	1	0	0		ENSG00000125462
106	ENST00000464203	processed_transcript	1	0	0		ENSG00000125462
107	ENST00000368194	protein_coding	40	0	0		ENSG00000132694
107	ENST00000487682	processed_transcript	9	0	0		ENSG00000132694
107	ENST00000361409	protein_coding	39	0	0		ENSG00000132694
107	ENST00000315174	protein_coding	19	0	0		ENSG00000132694
107	ENST00000390226	miRNA	0	1	0	ENSE00001507653	ENSG00000211581
108	ENST00000476696	processed_transcript	1	0	0		ENSG00000213085
108	ENST00000368099	protein_coding	1	0	0		ENSG00000213085
108	ENST00000479940	processed_transcript	1	0	0		ENSG00000213085
108	ENST00000584466	miRNA	0	1	0	ENSE00002704281	ENSG00000266458
109	ENST00000367988	protein_coding	3	4	0	ENSE00003583099	ENSG00000158882
109	ENST00000474486	processed_transcript	2	0	0		ENSG00000158882
109	ENST00000545897	protein_coding	3	4	0	ENSE00003583099	ENSG00000158882
109	ENST00000470426	processed_transcript	3	4	0	ENSE00003676613	ENSG00000158882
109	ENST00000465512	processed_transcript	3	4	0	ENSE00003676613	ENSG00000158882
109	ENST00000492482	processed_transcript	3	0	0		ENSG00000158882
109	ENST00000367987	protein_coding	2	3	0	ENSE00003583099	ENSG00000158882
109	ENST00000583479	miRNA	0	1	0	ENSE00002723653	ENSG00000263548
110	ENST00000530878	protein_coding	2	0	0		ENSG00000198929
110	ENST00000361897	protein_coding	2	0	0		ENSG00000198929
110	ENST00000430120	nonsense_mediated_decay	2	0	0		ENSG00000198929
110	ENST00000577581	miRNA	0	1	0	ENSE00002724964	ENSG00000266144
111	ENST00000530878	protein_coding	5	0	0		ENSG00000198929
111	ENST00000361897	protein_coding	5	0	0		ENSG00000198929
111	ENST00000430120	nonsense_mediated_decay	5	0	0		ENSG00000198929
111	ENST00000384996	miRNA	0	1	0	ENSE00001500003	ENSG00000207729
112	ENST00000367879	protein_coding	0	7	0	ENSE00003474372	ENSG00000143179
112	ENST00000372212	protein_coding	0	6	0	ENSE00002306543	ENSG00000143179
112	ENST00000462329	processed_transcript	0	5	0	ENSE00001445844	ENSG00000143179
112	ENST00000469256	protein_coding	0	5	0	ENSE00001837139	ENSG00000143179
112	ENST00000463772	processed_transcript	0	4	0	ENSE00003528664	ENSG00000143179
112	ENST00000479872	retained_intron	0	3	0	ENSE00001898197	ENSG00000143179
112	ENST00000475333	processed_transcript	0	3	1	ENSE00001862203	ENSG00000143179
113	ENST00000435676	nonsense_mediated_decay	1	0	0		ENSG00000188859
113	ENST00000456900	nonsense_mediated_decay	1	0	0		ENSG00000188859
113	ENST00000441649	nonsense_mediated_decay	1	0	0		ENSG00000188859
113	ENST00000354422	protein_coding	1	0	0		ENSG00000188859
113	ENST00000338353	protein_coding	2	0	0		ENSG00000188859
113	ENST00000451784	sense_intronic	1	0	0		ENSG00000230898
113	ENST00000401133	miRNA	0	1	0	ENSE00001546477	ENSG00000215952
114	ENST00000367843	protein_coding	7	0	0		ENSG00000143164
114	ENST00000470721	nonsense_mediated_decay	7	0	0		ENSG00000143164
114	ENST00000432587	protein_coding	6	0	0		ENSG00000143164
114	ENST00000312263	protein_coding	7	0	0		ENSG00000143164
114	ENST00000367840	protein_coding	7	0	0		ENSG00000143164
114	ENST00000408618	miRNA	0	1	0	ENSE00001565253	ENSG00000221545
115	ENST00000385239	miRNA	0	1	0	ENSE00001500245	ENSG00000207974
116	ENST00000439373	protein_coding	1	0	0		ENSG00000203740
116	ENST00000577602	miRNA	0	1	0	ENSE00002708372	ENSG00000263390
118	ENST00000408463	miRNA	0	1	0	ENSE00001565098	ENSG00000221390
119	ENST00000367755	protein_coding	2	0	0		ENSG00000007933
119	ENST00000392085	protein_coding	2	0	0		ENSG00000007933
119	ENST00000542847	protein_coding	3	0	0		ENSG00000007933
119	ENST00000538429	protein_coding	2	0	0		ENSG00000007933
119	ENST00000472784	nonsense_mediated_decay	3	0	0		ENSG00000007933
119	ENST00000479749	protein_coding	2	0	0		ENSG00000007933
119	ENST00000478457	processed_transcript	1	0	0		ENSG00000007933
120	ENST00000385214	miRNA	0	1	0	ENSE00001500220	ENSG00000207949
121	ENST00000358155	protein_coding	14	0	0		ENSG00000197959
121	ENST00000355305	protein_coding	15	0	0		ENSG00000197959
121	ENST00000367731	protein_coding	14	0	0		ENSG00000197959
121	ENST00000520906	protein_coding	14	0	0		ENSG00000197959
121	ENST00000523513	protein_coding	13	0	0		ENSG00000197959
122	ENST00000417354	antisense	1	0	0		ENSG00000230630
122	ENST00000385289	miRNA	0	1	0	ENSE00001500295	ENSG00000208024
123	ENST00000367657	protein_coding	5	0	0		ENSG00000152092
123	ENST00000361833	protein_coding	5	0	0		ENSG00000152092
123	ENST00000367654	protein_coding	5	0	0		ENSG00000152092
123	ENST00000424564	protein_coding	5	0	0		ENSG00000152092
123	ENST00000281881	processed_transcript	5	0	0		ENSG00000152092
123	ENST00000473640	processed_transcript	3	0	0		ENSG00000152092
123	ENST00000365739	miRNA	0	1	0	ENSE00001440502	ENSG00000202609
124	ENST00000585257	miRNA	0	1	0	ENSE00002720228	ENSG00000266417
125	ENST00000367595	protein_coding	3	0	0		ENSG00000135847
125	ENST00000579680	miRNA	0	1	0	ENSE00002729445	ENSG00000265435
126	ENST00000443181	processed_pseudogene	0	1	0	ENSE00001766281	ENSG00000231767
126	ENST00000497083	processed_pseudogene	0	1	0	ENSE00002391841	ENSG00000231767
127	ENST00000367435	protein_coding	5	0	0		ENSG00000134371
127	ENST00000482484	processed_transcript	6	0	0		ENSG00000134371
127	ENST00000408753	miRNA	0	1	0	ENSE00001565388	ENSG00000221680
128	ENST00000367433	protein_coding	1	0	0		ENSG00000162687
128	ENST00000367431	protein_coding	1	0	0		ENSG00000162687
128	ENST00000609185	protein_coding	1	0	0		ENSG00000162687
128	ENST00000451324	protein_coding	1	0	0		ENSG00000162687
128	ENST00000294725	protein_coding	1	0	0		ENSG00000162687
128	ENST00000610076	processed_transcript	1	0	0		ENSG00000162687
128	ENST00000580028	miRNA	0	1	0	ENSE00002712227	ENSG00000265986
129	ENST00000432296	lincRNA	2	0	0		ENSG00000229989
129	ENST00000385240	miRNA	0	1	0	ENSE00001500246	ENSG00000207975
130	ENST00000432296	lincRNA	2	0	0		ENSG00000229989
130	ENST00000385026	miRNA	0	1	0	ENSE00001500033	ENSG00000207759
131	ENST00000367302	protein_coding	5	0	0		ENSG00000134369
131	ENST00000367296	protein_coding	3	0	0		ENSG00000134369
131	ENST00000295624	protein_coding	3	0	0		ENSG00000134369
131	ENST00000367297	protein_coding	3	0	0		ENSG00000134369
131	ENST00000367300	protein_coding	3	0	0		ENSG00000134369
131	ENST00000577455	miRNA	0	1	0	ENSE00002695312	ENSG00000264802
132	ENST00000367302	protein_coding	19	0	0		ENSG00000134369
132	ENST00000367296	protein_coding	19	0	0		ENSG00000134369
132	ENST00000295624	protein_coding	18	0	0		ENSG00000134369
132	ENST00000367297	protein_coding	18	0	0		ENSG00000134369
132	ENST00000367300	protein_coding	17	0	0		ENSG00000134369
132	ENST00000367295	protein_coding	16	0	0		ENSG00000134369
132	ENST00000408101	miRNA	0	1	0	ENSE00001564736	ENSG00000221028
133	ENST00000361565	protein_coding	13	0	0		ENSG00000198700
134	ENST00000295640	protein_coding	8	0	0		ENSG00000176393
134	ENST00000367286	protein_coding	7	0	0		ENSG00000176393
134	ENST00000471105	processed_transcript	7	0	0		ENSG00000176393
134	ENST00000478617	processed_transcript	7	0	0		ENSG00000176393
134	ENST00000492849	processed_transcript	7	0	0		ENSG00000176393
134	ENST00000464707	processed_transcript	2	0	0		ENSG00000176393
134	ENST00000479531	processed_transcript	1	0	0		ENSG00000176393
135	ENST00000367154	protein_coding	1	0	0		ENSG00000186007
135	ENST00000495594	processed_transcript	1	0	0		ENSG00000186007
135	ENST00000362189	miRNA	0	1	0	ENSE00001436952	ENSG00000199059
136	ENST00000367120	protein_coding	4	0	0		ENSG00000143466
136	ENST00000537984	protein_coding	3	0	0		ENSG00000143466
136	ENST00000463979	processed_transcript	3	0	0		ENSG00000143466
137	ENST00000608023	lincRNA	0	5	0	ENSE00003710791	ENSG00000203709
137	ENST00000385231	miRNA	0	1	0	ENSE00001500237	ENSG00000203709
138	ENST00000608023	lincRNA	0	5	0	ENSE00003710791	ENSG00000203709
138	ENST00000385055	miRNA	0	1	0	ENSE00001500061	ENSG00000203709
139	ENST00000429156	lincRNA	4	5	0	ENSE00001685929	ENSG00000230937
139	ENST00000433108	retained_intron	1	2	0	ENSE00003565624	ENSG00000230937
139	ENST00000366437	lincRNA	3	4	0	ENSE00003554963	ENSG00000230937
139	ENST00000603283	lincRNA	2	3	0	ENSE00003636626	ENSG00000230937
139	ENST00000431096	lincRNA	3	4	0	ENSE00001599565	ENSG00000230937
139	ENST00000451937	retained_intron	3	4	0	ENSE00001658357	ENSG00000230937
139	ENST00000458250	lincRNA	3	0	0		ENSG00000230937
139	ENST00000440276	lincRNA	3	4	0	ENSE00001599565	ENSG00000230937
139	ENST00000384891	miRNA	0	1	0	ENSE00001499898	ENSG00000230937
140	ENST00000356082	protein_coding	16	16	0	ENSE00002317073	ENSG00000196878
140	ENST00000391911	protein_coding	15	15	0	ENSE00002317073	ENSG00000196878
140	ENST00000367030	protein_coding	16	16	0	ENSE00002317073	ENSG00000196878
140	ENST00000583107	miRNA	0	1	0	ENSE00002723995	ENSG00000264831
141	ENST00000366991	protein_coding	11	0	0		ENSG00000143476
141	ENST00000542077	protein_coding	10	0	0		ENSG00000143476
141	ENST00000475419	processed_transcript	9	0	0		ENSG00000143476
141	ENST00000489149	processed_transcript	1	0	0		ENSG00000143476
141	ENST00000577243	miRNA	0	1	0	ENSE00002698532	ENSG00000264358
142	ENST00000384858	miRNA	0	1	0	ENSE00001499865	ENSG00000207590
143	ENST00000384892	miRNA	0	1	0	ENSE00001499899	ENSG00000207624
144	ENST00000358951	protein_coding	9	0	0		ENSG00000118873
144	ENST00000478976	processed_transcript	2	0	0		ENSG00000118873
144	ENST00000237724	retained_intron	6	0	0		ENSG00000118873
144	ENST00000410438	snoRNA	0	1	0	ENSE00001590256	ENSG00000222370
145	ENST00000489194	processed_transcript	1	0	0		ENSG00000143748
145	ENST00000469968	protein_coding	16	0	0		ENSG00000143748
145	ENST00000391875	protein_coding	17	0	0		ENSG00000143748
145	ENST00000281701	protein_coding	18	0	0		ENSG00000143748
145	ENST00000469075	protein_coding	17	0	0		ENSG00000143748
145	ENST00000482491	protein_coding	16	0	0		ENSG00000143748
145	ENST00000340871	protein_coding	16	0	0		ENSG00000143748
145	ENST00000496393	processed_transcript	2	0	0		ENSG00000143748
145	ENST00000361463	protein_coding	16	0	0		ENSG00000143748
145	ENST00000408479	miRNA	0	1	0	ENSE00001565114	ENSG00000221406
146	ENST00000414423	protein_coding	11	0	0		ENSG00000162923
146	ENST00000295024	protein_coding	11	0	0		ENSG00000162923
146	ENST00000480676	protein_coding	5	0	0		ENSG00000162923
146	ENST00000486652	nonsense_mediated_decay	13	0	0		ENSG00000162923
146	ENST00000366852	protein_coding	13	0	0		ENSG00000162923
146	ENST00000479727	processed_transcript	3	0	0		ENSG00000162923
146	ENST00000581069	miRNA	0	1	0	ENSE00002698249	ENSG00000266618
147	ENST00000432920	protein_coding	3	0	0		ENSG00000255835
147	ENST00000343818	protein_coding	3	0	0		ENSG00000143811
147	ENST00000478402	processed_transcript	0	2	0	ENSE00001886957	ENSG00000143811
147	ENST00000446534	retained_intron	1	0	0		ENSG00000143811
147	ENST00000489681	processed_transcript	3	0	0		ENSG00000143811
147	ENST00000472798	processed_transcript	2	0	0		ENSG00000143811
148	ENST00000272164	protein_coding	1	0	0		ENSG00000143816
148	ENST00000584300	miRNA	0	1	0	ENSE00002714168	ENSG00000264483
149	ENST00000272102	protein_coding	2	0	0		ENSG00000143761
149	ENST00000540651	protein_coding	2	0	0		ENSG00000143761
149	ENST00000477821	processed_transcript	2	2	0	ENSE00001958314	ENSG00000143761
149	ENST00000470670	processed_transcript	0	2	0	ENSE00001849703	ENSG00000143761
149	ENST00000478424	processed_transcript	2	0	0		ENSG00000143761
149	ENST00000470558	processed_transcript	2	0	0		ENSG00000143761
149	ENST00000473949	processed_transcript	3	0	0		ENSG00000143761
149	ENST00000477451	processed_transcript	2	0	0		ENSG00000143761
149	ENST00000478336	processed_transcript	2	0	0		ENSG00000143761
149	ENST00000469235	processed_transcript	2	0	0		ENSG00000143761
149	ENST00000541182	protein_coding	2	0	0		ENSG00000143761
149	ENST00000482962	processed_transcript	2	0	0		ENSG00000143761
149	ENST00000497165	processed_transcript	2	0	0		ENSG00000143761
149	ENST00000490705	processed_transcript	2	0	0		ENSG00000143761
149	ENST00000584469	miRNA	0	1	0	ENSE00002732084	ENSG00000264944
150	ENST00000493030	protein_coding	3	0	0		ENSG00000154370
150	ENST00000284551	protein_coding	4	0	0		ENSG00000154370
150	ENST00000460651	processed_transcript	2	0	0		ENSG00000154370
150	ENST00000602582	protein_coding	3	0	0		ENSG00000154370
150	ENST00000475775	processed_transcript	1	0	0		ENSG00000154370
150	ENST00000366699	protein_coding	4	0	0		ENSG00000154370
150	ENST00000602308	protein_coding	0	2	0	ENSE00003248078	ENSG00000154370
151	ENST00000580160	miRNA	0	1	0	ENSE00002699205	ENSG00000266174
152	ENST00000366654	protein_coding	0	2	0	ENSE00001442261	ENSG00000182118
152	ENST00000494111	processed_transcript	0	3	0	ENSE00001894130	ENSG00000182118
152	ENST00000466258	processed_transcript	0	2	0	ENSE00001855498	ENSG00000182118
152	ENST00000408363	miRNA	0	1	0	ENSE00001564998	ENSG00000221290
153	ENST00000366621	protein_coding	1	0	0		ENSG00000135750
153	ENST00000585213	miRNA	0	1	0	ENSE00002713394	ENSG00000265744
154	ENST00000366618	protein_coding	3	0	0		ENSG00000183780
154	ENST00000366617	protein_coding	2	0	0		ENSG00000183780
154	ENST00000583284	miRNA	0	1	0	ENSE00002708047	ENSG00000264377
155	ENST00000474953	nonsense_mediated_decay	1	0	0		ENSG00000054267
155	ENST00000349213	protein_coding	18	0	0		ENSG00000054267
155	ENST00000366603	protein_coding	19	0	0		ENSG00000054267
155	ENST00000264183	protein_coding	19	0	0		ENSG00000054267
155	ENST00000421364	nonsense_mediated_decay	19	0	0		ENSG00000054267
155	ENST00000491632	retained_intron	18	0	0		ENSG00000054267
155	ENST00000444620	protein_coding	3	0	0		ENSG00000054267
155	ENST00000471257	retained_intron	11	0	0		ENSG00000054267
155	ENST00000585119	miRNA	0	1	0	ENSE00002713574	ENSG00000263439
156	ENST00000389794	protein_coding	1	0	0		ENSG00000143669
156	ENST00000389793	protein_coding	1	0	0		ENSG00000143669
156	ENST00000489585	processed_transcript	1	0	0		ENSG00000143669
156	ENST00000536965	protein_coding	1	0	0		ENSG00000143669
156	ENST00000465349	processed_transcript	1	0	0		ENSG00000143669
156	ENST00000468107	processed_transcript	1	0	0		ENSG00000143669
156	ENST00000468626	processed_transcript	1	0	0		ENSG00000143669
156	ENST00000410899	miRNA	0	1	0	ENSE00001590717	ENSG00000222831
157	ENST00000366574	protein_coding	17	0	0		ENSG00000198626
157	ENST00000360064	protein_coding	18	0	0		ENSG00000198626
157	ENST00000542537	protein_coding	16	0	0		ENSG00000198626
157	ENST00000584884	miRNA	0	1	0	ENSE00002695045	ENSG00000266262
158	ENST00000583417	miRNA	0	1	0	ENSE00002721340	ENSG00000265831
159	ENST00000355875	protein_coding	11	0	0		ENSG00000054282
159	ENST00000366541	protein_coding	12	0	0		ENSG00000054282
159	ENST00000343783	protein_coding	9	0	0		ENSG00000054282
